"cluster","gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"11","Fignl2",8.30614049289365e-125,1.85854254404055,0.113,0.031,2.05809549132919e-120
"12","Tafa4",0,5.58369261173603,0.506,0.019,0
"12","Hmga2",0,5.4753677615916,0.208,0.016,0
"12","Col23a1",0,4.77418455768073,0.497,0.068,0
"12","Ngf",0,4.59543197050052,0.146,0.008,0
"12","Trdn",0,4.40561158479256,0.247,0.024,0
"12","Arsj",0,3.90759301026406,0.104,0.011,0
"12","Hpgd",0,3.8465595501471,0.143,0.015,0
"12","Gbx1",0,3.83062810927062,0.344,0.031,0
"12","Ca1",0,3.81972240037796,0.126,0.013,0
"12","Ccdc141",0,3.71898940911967,0.304,0.036,0
"12","Itga8",0,3.7094887731357,0.451,0.104,0
"12","Stac",0,3.61923887705747,0.788,0.182,0
"12","Tacr3",0,3.52153989295719,0.353,0.05,0
"12","Itga1",0,3.40380416559365,0.231,0.04,0
"12","Ror2",0,3.27710678179151,0.154,0.022,0
"12","Kcns3",0,3.24242193415178,0.128,0.017,0
"12","Ndst4",0,2.9990192615578,0.876,0.393,0
"12","Smoc2",1.36599171462525e-301,2.95549392170026,0.135,0.02,3.38465427049844e-297
"12","Traf3ip2",0,2.90598538737382,0.205,0.029,0
"12","Alk",0,2.79400348771737,0.919,0.643,0
"13","Ano1",1.87805045286379e-291,2.34849098304359,0.211,0.046,4.65343341210589e-287
"13","Lhx8",0,2.32677097985302,0.632,0.146,0
"13","Lypd6b",0,2.31518431599168,0.618,0.174,0
"13","Mctp2",0,2.2665793563901,0.569,0.204,0
"13","Lypd6",0,2.25274365145979,0.745,0.23,0
"13","Adarb2",0,2.2359815020093,0.999,0.829,0
"13","Lhfpl6",0,2.14716866607209,0.55,0.203,0
"13","Kank4",1.72241802416051e-264,2.10225945573168,0.23,0.058,4.26780738026491e-260
"13","Adamts9",4.62225853656637e-194,2.05759222661174,0.267,0.093,1.14530322019042e-189
"13","Stk32b",0,1.99528676633728,0.365,0.102,0
"13","Gfra1",0,1.99295996812648,0.57,0.259,0
"13","Adra1b",1.3110017497299e-225,1.9190229686127,0.241,0.07,3.24840013548073e-221
"13","Syt17",0,1.89295138244937,0.335,0.1,0
"13","Ntn1",0,1.87793745120763,0.646,0.261,0
"13","Rasgef1b",0,1.85547187561752,0.767,0.4,0
"13","Nkx2-1",4.56456571444882e-123,1.83143974728461,0.136,0.039,1.13100809272613e-118
"13","Pnoc",5.09961497421006e-106,1.81921344495135,0.127,0.038,1.26358259830977e-101
"13","Bmper",1.52522578785077e-209,1.67066344882921,0.435,0.199,3.77920445713664e-205
"13","Smco4",4.30217543887075e-144,1.65961586776727,0.202,0.068,1.06599303024339e-139
"13","Lhfpl2",3.1323860294388e-98,1.63523587167583,0.148,0.051,7.76142610374345e-94
"14","Npy",0,6.22376150360164,0.211,0.008,0
"14","Crhbp",0,5.30271497118594,0.325,0.018,0
"14","Moxd1",0,5.07038059038764,0.397,0.017,0
"14","Sfrp1",0,4.82228681037237,0.427,0.024,0
"14","Igf1",0,4.35924259378576,0.297,0.027,0
"14","Maf",0,4.24701259107229,0.689,0.131,0
"14","Sst",0,4.21101293302903,0.255,0.026,0
"14","Hmcn1",0,3.91081675557008,0.277,0.04,0
"14","Egfr",0,3.85136710474344,0.426,0.089,0
"14","Igfbp4",0,3.62754260652341,0.162,0.018,0
"14","Col8a1",0,3.48815893978379,0.338,0.09,0
"14","Col19a1",2.85775575703956e-162,3.29894029411518,0.38,0.183,7.08094721479263e-158
"14","Sox6",0,3.26573035212222,0.832,0.282,0
"14","Hapln1",3.21532155997831e-212,3.07248659045077,0.115,0.017,7.96692376131425e-208
"14","Pde5a",9.99161210784301e-167,3.02617505216025,0.105,0.018,2.47572164808134e-162
"14","Tacr3",4.83293241940196e-279,2.92136368441524,0.242,0.055,1.19750399487942e-274
"14","Tcf4",0,2.88736043630799,0.968,0.587,0
"14","Opn3",5.92713313890505e-222,2.87424730741405,0.158,0.03,1.46862504915789e-217
"14","Znf536",0,2.77389541277357,0.889,0.311,0
"14","Nxph1",0,2.75455521828326,0.912,0.369,0
"15","Svep1",0,6.16511212923103,0.481,0.017,0
"15","Frem1",0,5.00628232759948,0.401,0.027,0
"15","Dmrta2",0,4.95425047233896,0.114,0.004,0
"15","Eya1",0,4.78691109052906,0.439,0.038,0
"15","Tcf7l2",0,4.625449788977,0.867,0.124,0
"15","Col6a6",5.5096465687699e-265,4.01473034864857,0.117,0.013,1.36518022680981e-260
"15","Ntf3",0,3.94014626123186,0.153,0.012,0
"15","Osbpl3",0,3.64810767870196,0.784,0.149,0
"15","Adamts18",0,3.1167253923415,0.326,0.059,0
"15","Scube2",0,3.07953116666382,0.378,0.065,0
"15","Nxph1",0,2.96358914334387,0.956,0.37,0
"15","Dach1",0,2.94938648553553,0.815,0.326,0
"15","Lef1",2.7550364481903e-258,2.93304752264179,0.109,0.012,6.82642931132591e-254
"15","Susd1",6.32370192788199e-291,2.92788617313768,0.157,0.021,1.5668868636906e-286
"15","Nxph2",0,2.85675176951428,0.279,0.039,0
"15","Cacna2d1",0,2.75645162211948,0.993,0.622,0
"15","Lgr5",0,2.7182615581899,0.684,0.244,0
"15","Kcnj5",1.09749985323951e-253,2.65883234622734,0.179,0.031,2.71938513635685e-249
"15","Znf804b",0,2.64135892775548,0.991,0.804,0
"15","Slc17a6",0,2.60146126160331,0.617,0.113,0
"16","Lrrc17",0,5.90659736219904,0.263,0.005,0
"16","Fam20a",0,4.9081688736216,0.529,0.035,0
"16","Rspo2",0,4.76108214062274,0.6,0.05,0
"16","Cdk15",0,4.54954115999116,0.125,0.006,0
"16","Kcnmb2",0,4.34386846409322,0.95,0.337,0
"16","Rnf220",0,4.29046490091021,0.795,0.215,0
"16","Sertm2",0,4.14836618564888,0.105,0.006,0
"16","Pvalb",0,3.96335304614316,0.12,0.007,0
"16","Ctxnd1",0,3.87356014274742,0.159,0.011,0
"16","Dkk2",0,3.82612462419418,0.219,0.02,0
"16","Klhl14",0,3.72049817337933,0.287,0.03,0
"16","Adamtsl3",0,3.6886854677317,0.427,0.058,0
"16","Lrrc38",0,3.61616773871409,0.145,0.013,0
"16","Pax6",1.17923186995813e-273,3.46317410007898,0.173,0.022,2.92190072738225e-269
"16","Il20ra",2.09537913474928e-267,3.22623699469579,0.166,0.02,5.19193042008178e-263
"16","Slc44a5",0,3.17466547537532,0.86,0.414,0
"16","Grin2c",0,3.14869273023459,0.293,0.033,0
"16","Stard13",0,3.08112950373636,0.658,0.233,0
"16","Rnf144b",0,2.98556296625711,0.578,0.14,0
"16","Akain1",2.08319812427792e-195,2.97882208766897,0.13,0.017,5.16174831233582e-191
"17","Sln",0,7.54547235955775,0.195,0.001,0
"17","Ebf2",0,7.44086379295748,0.977,0.029,0
"17","Ebf3",0,7.31900534661869,0.92,0.02,0
"17","Rcsd1",0,5.85628096609746,0.593,0.021,0
"17","Rbpms",0,4.94796442969343,0.379,0.015,0
"17","Col6a5",0,4.71512308583292,0.304,0.014,0
"17","Shisa6",0,4.57005684798603,0.936,0.247,0
"17","Slc35f2",0,4.356422008584,0.378,0.026,0
"17","Nrn1",0,4.13256433730319,0.431,0.035,0
"17","Ets1",0,4.07788981144446,0.291,0.023,0
"17","Calb2",0,4.01034509539742,0.692,0.091,0
"17","Col5a1",0,3.95536736004164,0.459,0.055,0
"17","Mamdc2",1.50554461555859e-273,3.78830504233267,0.134,0.012,3.73043844843107e-269
"17","Pde5a",0,3.78487247248735,0.201,0.017,0
"17","Samd3",0,3.68082624172638,0.237,0.019,0
"17","Cpne9",0,3.43308405272366,0.577,0.103,0
"17","Bdnf",0,3.38874902911619,0.254,0.026,0
"17","Sema3d",0,3.33649683709201,0.48,0.074,0
